date,year,eventLabel,typeLabel,category,impact,source,event_id
2018-01-01,2018,Revolução em Austrália,Guerra/Conflito,Guerra/Conflito,Baixo,Synthetic_Historical_Dataset,965
1944-01-01,1944,Reforma política em África,Evento Político/Social,Evento Político/Social,Baixo,Synthetic_Historical_Dataset,966
2016-01-01,2016,Crise internacional envolvendo Índia e Estados Unidos,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,967
2012-01-01,2012,Golpe militar em Espanha,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,968
2020-01-01,2020,Colapso bancário em Alemanha,Crise Econômica,Crise Econômica,Médio,Synthetic_Historical_Dataset,969
2020-01-01,2020,Dívida soberana de Rússia,Crise Econômica,Crise Econômica,Alto,Synthetic_Historical_Dataset,970
2011-01-01,2011,Revolução em Alemanha,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,971
1965-01-01,1965,Missão espacial para Marte,Avanço Espacial/Astronômico,Avanço Espacial/Astronômico,Alto,Synthetic_Historical_Dataset,972
2017-01-01,2017,Descoberta de Elemento_Z,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Alto,Synthetic_Historical_Dataset,973
1949-01-01,1949,Batalha de Sydney (1949),Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,974
1979-01-01,1979,Crise internacional envolvendo Itália e Estados Unidos,Guerra/Conflito,Guerra/Conflito,Baixo,Synthetic_Historical_Dataset,975
2018-01-01,2018,Dívida soberana de Reino Unido,Crise Econômica,Crise Econômica,Alto,Synthetic_Historical_Dataset,976
2023-01-01,2023,Quebra da bolsa em Cidade do México,Crise Econômica,Crise Econômica,Alto,Synthetic_Historical_Dataset,977
1998-01-01,1998,Crise de saúde global,Avanço Médico/Saúde,Avanço Médico/Saúde,Baixo,Synthetic_Historical_Dataset,978
2016-01-01,2016,Descoberta de Elemento_Z,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Alto,Synthetic_Historical_Dataset,979
1984-01-01,1984,Descoberta sobre Malária,Avanço Médico/Saúde,Avanço Médico/Saúde,Médio,Synthetic_Historical_Dataset,980
2019-01-01,2019,Crise de saúde global,Avanço Médico/Saúde,Avanço Médico/Saúde,Alto,Synthetic_Historical_Dataset,981
2005-01-01,2005,Revolução em Alemanha,Guerra/Conflito,Guerra/Conflito,Médio,Synthetic_Historical_Dataset,982
2012-01-01,2012,Conflito armado na Sudeste Asiático,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,983
1995-01-01,1995,Erupção vulcânica em Vulcão_X,Desastre Natural,Desastre Natural,Alto,Synthetic_Historical_Dataset,984
1994-01-01,1994,Acordo de paz em América Central,Evento Político/Social,Evento Político/Social,Médio,Synthetic_Historical_Dataset,985
2015-01-01,2015,Descoberta de Elemento_Z,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Alto,Synthetic_Historical_Dataset,986
1985-01-01,1985,Lançamento de Satélite_X,Avanço Espacial/Astronômico,Avanço Espacial/Astronômico,Alto,Synthetic_Historical_Dataset,987
2002-01-01,2002,Batalha de Tóquio (2002),Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,988
2023-01-01,2023,Erupção vulcânica em Vulcão_X,Desastre Natural,Desastre Natural,Alto,Synthetic_Historical_Dataset,989
2004-01-01,2004,Sequenciamento do Genoma_Y,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Médio,Synthetic_Historical_Dataset,990
1991-01-01,1991,Missão espacial para Marte,Avanço Espacial/Astronômico,Avanço Espacial/Astronômico,Alto,Synthetic_Historical_Dataset,991
2016-01-01,2016,Furacão Evento_991 atinge África,Desastre Natural,Desastre Natural,Alto,Synthetic_Historical_Dataset,992
1990-01-01,1990,Mudança constitucional em Austrália,Evento Político/Social,Evento Político/Social,Médio,Synthetic_Historical_Dataset,993
2021-01-01,2021,Seca prolongada em Europa,Desastre Natural,Desastre Natural,Médio,Synthetic_Historical_Dataset,994
2009-01-01,2009,Tsunami no Pacífico,Desastre Natural,Desastre Natural,Alto,Synthetic_Historical_Dataset,995
1963-01-01,1963,Crise de saúde global,Avanço Médico/Saúde,Avanço Médico/Saúde,Alto,Synthetic_Historical_Dataset,996
1989-01-01,1989,Furacão Evento_996 atinge América Central,Desastre Natural,Desastre Natural,Alto,Synthetic_Historical_Dataset,997
1987-01-01,1987,Recessão econômica global,Crise Econômica,Crise Econômica,Alto,Synthetic_Historical_Dataset,998
1924-01-01,1924,Teoria revolucionária em Geologia,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Médio,Synthetic_Historical_Dataset,999
1987-01-01,1987,Mudança constitucional em Brasil,Evento Político/Social,Evento Político/Social,Baixo,Synthetic_Historical_Dataset,1000
1969-01-01,1969,Colapso bancário em Coreia do Sul,Crise Econômica,Crise Econômica,Alto,Synthetic_Historical_Dataset,1001
1936-01-01,1936,Crise de saúde global,Avanço Médico/Saúde,Avanço Médico/Saúde,Alto,Synthetic_Historical_Dataset,1002
1993-01-01,1993,Invasão de Brasil,Guerra/Conflito,Guerra/Conflito,Médio,Synthetic_Historical_Dataset,1003
2021-01-01,2021,Eclipse Cardíaca visível em América Central,Avanço Espacial/Astronômico,Avanço Espacial/Astronômico,Alto,Synthetic_Historical_Dataset,1004
2020-01-01,2020,Revolução em Reino Unido,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,1005
1982-01-01,1982,Recessão econômica global,Crise Econômica,Crise Econômica,Alto,Synthetic_Historical_Dataset,1006
1997-01-01,1997,Sequenciamento do Genoma_Y,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Médio,Synthetic_Historical_Dataset,1007
2005-01-01,2005,Independência de Alemanha,Evento Político/Social,Evento Político/Social,Alto,Synthetic_Historical_Dataset,1008
2023-01-01,2023,Teoria revolucionária em Física,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Baixo,Synthetic_Historical_Dataset,1009
2016-01-01,2016,Programa de saúde pública em Alemanha,Avanço Médico/Saúde,Avanço Médico/Saúde,Alto,Synthetic_Historical_Dataset,1010
1959-01-01,1959,Guerra em América do Sul (1959),Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,1011
1997-01-01,1997,Golpe militar em China,Guerra/Conflito,Guerra/Conflito,Médio,Synthetic_Historical_Dataset,1012
1993-01-01,1993,Inflação alta em Oceania,Crise Econômica,Crise Econômica,Médio,Synthetic_Historical_Dataset,1013
1964-01-01,1964,Quebra da bolsa em Paris,Crise Econômica,Crise Econômica,Alto,Synthetic_Historical_Dataset,1014
2024-01-01,2024,Revolução em Alemanha,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,1015
2012-01-01,2012,Avanço tecnológico em Química,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Médio,Synthetic_Historical_Dataset,1016
2006-01-01,2006,Crise internacional envolvendo Reino Unido e França,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,1017
1905-01-01,1905,Invasão de China,Guerra/Conflito,Guerra/Conflito,Baixo,Synthetic_Historical_Dataset,1018
1993-01-01,1993,Invasão de Argentina,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,1019
2019-01-01,2019,Incêndio florestal em América Central,Desastre Natural,Desastre Natural,Alto,Synthetic_Historical_Dataset,1020
2004-01-01,2004,Missão espacial para Marte,Avanço Espacial/Astronômico,Avanço Espacial/Astronômico,Alto,Synthetic_Historical_Dataset,1021
2024-01-01,2024,Crise internacional envolvendo Reino Unido e China,Guerra/Conflito,Guerra/Conflito,Baixo,Synthetic_Historical_Dataset,1022
2024-01-01,2024,Novo telescópio: Evento_1022,Avanço Espacial/Astronômico,Avanço Espacial/Astronômico,Alto,Synthetic_Historical_Dataset,1023
2018-01-01,2018,Incêndio florestal em Sudeste Asiático,Desastre Natural,Desastre Natural,Médio,Synthetic_Historical_Dataset,1024
2000-01-01,2000,Incêndio florestal em Oceania,Desastre Natural,Desastre Natural,Médio,Synthetic_Historical_Dataset,1025
2019-01-01,2019,Recessão econômica global,Crise Econômica,Crise Econômica,Baixo,Synthetic_Historical_Dataset,1026
1975-01-01,1975,Movimento social em Austrália,Evento Político/Social,Evento Político/Social,Baixo,Synthetic_Historical_Dataset,1027
2017-01-01,2017,Novo tratamento médico para Alzheimer,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Alto,Synthetic_Historical_Dataset,1028
2010-01-01,2010,Avanço tecnológico em Biologia,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Alto,Synthetic_Historical_Dataset,1029
1995-01-01,1995,Sequenciamento do Genoma_Y,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Médio,Synthetic_Historical_Dataset,1030
1987-01-01,1987,Batalha de Tóquio (1987),Guerra/Conflito,Guerra/Conflito,Médio,Synthetic_Historical_Dataset,1031
1995-01-01,1995,Revolução em Arábia Saudita,Guerra/Conflito,Guerra/Conflito,Baixo,Synthetic_Historical_Dataset,1032
2004-01-01,2004,Reforma política em América do Sul,Evento Político/Social,Evento Político/Social,Alto,Synthetic_Historical_Dataset,1033
2005-01-01,2005,Revolução em México,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,1034
1976-01-01,1976,Inundação em América do Norte,Desastre Natural,Desastre Natural,Alto,Synthetic_Historical_Dataset,1035
1978-01-01,1978,Conflito armado na América Central,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,1036
2018-01-01,2018,Descoberta de Elemento_Z,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Baixo,Synthetic_Historical_Dataset,1037
2005-01-01,2005,Invasão de Austrália,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,1038
1971-01-01,1971,Descoberta científica em Medicina,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Baixo,Synthetic_Historical_Dataset,1039
2021-01-01,2021,Reforma política em Oceania,Evento Político/Social,Evento Político/Social,Médio,Synthetic_Historical_Dataset,1040
2023-01-01,2023,Lançamento de Inteligência Artificial,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Médio,Synthetic_Historical_Dataset,1041
2024-01-01,2024,Descoberta sobre Cardiovasculares,Avanço Médico/Saúde,Avanço Médico/Saúde,Alto,Synthetic_Historical_Dataset,1042
2022-01-01,2022,Lançamento de Carro elétrico,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Alto,Synthetic_Historical_Dataset,1043
2004-01-01,2004,Descoberta científica em Química,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Médio,Synthetic_Historical_Dataset,1044
2020-01-01,2020,Quebra da bolsa em Sydney,Crise Econômica,Crise Econômica,Alto,Synthetic_Historical_Dataset,1045
1989-01-01,1989,Descoberta científica em Economia,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Alto,Synthetic_Historical_Dataset,1046
1959-01-01,1959,Reforma política em Oriente Médio,Evento Político/Social,Evento Político/Social,Alto,Synthetic_Historical_Dataset,1047
2021-01-01,2021,Inflação alta em Europa,Crise Econômica,Crise Econômica,Alto,Synthetic_Historical_Dataset,1048
2023-01-01,2023,Movimento social em Rússia,Evento Político/Social,Evento Político/Social,Alto,Synthetic_Historical_Dataset,1049
1957-01-01,1957,Inflação alta em África,Crise Econômica,Crise Econômica,Alto,Synthetic_Historical_Dataset,1050
1920-01-01,1920,Terremoto em Londres,Desastre Natural,Desastre Natural,Alto,Synthetic_Historical_Dataset,1051
1977-01-01,1977,Guerra em América do Sul (1977),Guerra/Conflito,Guerra/Conflito,Médio,Synthetic_Historical_Dataset,1052
2019-01-01,2019,Furacão Evento_1052 atinge América do Sul,Desastre Natural,Desastre Natural,Alto,Synthetic_Historical_Dataset,1053
2012-01-01,2012,Reforma política em Oriente Médio,Evento Político/Social,Evento Político/Social,Baixo,Synthetic_Historical_Dataset,1054
2004-01-01,2004,Inundação em América do Sul,Desastre Natural,Desastre Natural,Alto,Synthetic_Historical_Dataset,1055
1991-01-01,1991,Crise financeira em América Central,Crise Econômica,Crise Econômica,Alto,Synthetic_Historical_Dataset,1056
2011-01-01,2011,Quebra da bolsa em Tóquio,Crise Econômica,Crise Econômica,Baixo,Synthetic_Historical_Dataset,1057
1939-01-01,1939,Crise internacional envolvendo China e Reino Unido,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,1058
2014-01-01,2014,Avanço tecnológico em Engenharia,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Baixo,Synthetic_Historical_Dataset,1059
1974-01-01,1974,Conflito armado na Ásia,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,1060
2006-01-01,2006,Sequenciamento do Genoma_Y,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Alto,Synthetic_Historical_Dataset,1061
2015-01-01,2015,Teoria revolucionária em Física,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Médio,Synthetic_Historical_Dataset,1062
2017-01-01,2017,Lançamento de Robô,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Médio,Synthetic_Historical_Dataset,1063
1987-01-01,1987,Lançamento de Realidade Virtual,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Médio,Synthetic_Historical_Dataset,1064
2022-01-01,2022,Crise financeira em América Central,Crise Econômica,Crise Econômica,Baixo,Synthetic_Historical_Dataset,1065
1995-01-01,1995,Teoria revolucionária em Astronomia,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Baixo,Synthetic_Historical_Dataset,1066
2021-01-01,2021,Recessão econômica global,Crise Econômica,Crise Econômica,Alto,Synthetic_Historical_Dataset,1067
2012-01-01,2012,Novo medicamento para Hipertensão,Avanço Médico/Saúde,Avanço Médico/Saúde,Baixo,Synthetic_Historical_Dataset,1068
1972-01-01,1972,Crise de saúde global,Avanço Médico/Saúde,Avanço Médico/Saúde,Alto,Synthetic_Historical_Dataset,1069
2013-01-01,2013,Crise financeira em América do Norte,Crise Econômica,Crise Econômica,Médio,Synthetic_Historical_Dataset,1070
1988-01-01,1988,Sequenciamento do Genoma_Y,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Médio,Synthetic_Historical_Dataset,1071
1947-01-01,1947,Pandemia de HIV/AIDS,Avanço Médico/Saúde,Avanço Médico/Saúde,Alto,Synthetic_Historical_Dataset,1072
2009-01-01,2009,Inflação alta em América do Sul,Crise Econômica,Crise Econômica,Baixo,Synthetic_Historical_Dataset,1073
2014-01-01,2014,Missão espacial para Marte,Avanço Espacial/Astronômico,Avanço Espacial/Astronômico,Médio,Synthetic_Historical_Dataset,1074
1982-01-01,1982,Seca prolongada em América Central,Desastre Natural,Desastre Natural,Alto,Synthetic_Historical_Dataset,1075
2014-01-01,2014,Descoberta sobre HIV/AIDS,Avanço Médico/Saúde,Avanço Médico/Saúde,Médio,Synthetic_Historical_Dataset,1076
1997-01-01,1997,Sequenciamento do Genoma_Y,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Baixo,Synthetic_Historical_Dataset,1077
2008-01-01,2008,Sequenciamento do Genoma_Y,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Alto,Synthetic_Historical_Dataset,1078
2018-01-01,2018,Eleições presidenciais em China,Evento Político/Social,Evento Político/Social,Alto,Synthetic_Historical_Dataset,1079
1947-01-01,1947,Quebra da bolsa em Londres,Crise Econômica,Crise Econômica,Médio,Synthetic_Historical_Dataset,1080
2017-01-01,2017,Conflito armado na Oriente Médio,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,1081
1998-01-01,1998,Cometa Evento_1081 observado,Avanço Espacial/Astronômico,Avanço Espacial/Astronômico,Alto,Synthetic_Historical_Dataset,1082
1981-01-01,1981,Independência de Argentina,Evento Político/Social,Evento Político/Social,Alto,Synthetic_Historical_Dataset,1083
2017-01-01,2017,Novo medicamento para Hipertensão,Avanço Médico/Saúde,Avanço Médico/Saúde,Médio,Synthetic_Historical_Dataset,1084
1997-01-01,1997,Dívida soberana de Canadá,Crise Econômica,Crise Econômica,Alto,Synthetic_Historical_Dataset,1085
2017-01-01,2017,Terremoto em Moscou,Desastre Natural,Desastre Natural,Alto,Synthetic_Historical_Dataset,1086
2000-01-01,2000,Independência de Arábia Saudita,Evento Político/Social,Evento Político/Social,Médio,Synthetic_Historical_Dataset,1087
2015-01-01,2015,Batalha de Cidade do México (2015),Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,1088
2024-01-01,2024,Erupção vulcânica em Vulcão_X,Desastre Natural,Desastre Natural,Alto,Synthetic_Historical_Dataset,1089
1988-01-01,1988,Descoberta científica em Engenharia,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Médio,Synthetic_Historical_Dataset,1090
1988-01-01,1988,Sequenciamento do Genoma_Y,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Alto,Synthetic_Historical_Dataset,1091
1939-01-01,1939,Novo tratamento médico para Diabetes,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Médio,Synthetic_Historical_Dataset,1092
2016-01-01,2016,Tratado internacional assinado,Evento Político/Social,Evento Político/Social,Médio,Synthetic_Historical_Dataset,1093
1932-01-01,1932,Batalha de Rio de Janeiro (1932),Guerra/Conflito,Guerra/Conflito,Baixo,Synthetic_Historical_Dataset,1094
2011-01-01,2011,Crise internacional envolvendo Coreia do Sul e Argentina,Guerra/Conflito,Guerra/Conflito,Alto,Synthetic_Historical_Dataset,1095
2009-01-01,2009,Avanço tecnológico em Química,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Baixo,Synthetic_Historical_Dataset,1096
2010-01-01,2010,Mudança constitucional em Canadá,Evento Político/Social,Evento Político/Social,Médio,Synthetic_Historical_Dataset,1097
1935-01-01,1935,Descoberta de Elemento_Z,Avanço Científico/Tecnológico,Avanço Científico/Tecnológico,Médio,Synthetic_Historical_Dataset,1098
